schema_version,message_type,device_id,site_id,location,machine_type,cycle_id,cycle_started_at,cycle_ended_at,cycle_duration_ms,cycle_completeness,cycle_abort_reason,ops_phase_extend_duration_ms,ops_phase_dwell_duration_ms,ops_phase_retract_duration_ms,di_start_forward_edges,di_e_stop_triggered,di_overload_trip,di_door_open_events,di_gate_open_events,di_valve_extend_feedback_ok,di_valve_retract_feedback_ok,electrical_avg_current_rms_phase_a_a,electrical_avg_current_rms_phase_b_a,electrical_avg_current_rms_phase_c_a,electrical_peak_current_rms_phase_a_a,electrical_peak_current_rms_phase_b_a,electrical_peak_current_rms_phase_c_a,electrical_current_imbalance_pct_avg,electrical_current_imbalance_pct_max,electrical_avg_voltage_rms_ab_v,electrical_avg_voltage_rms_bc_v,electrical_avg_voltage_rms_ca_v,electrical_voltage_imbalance_pct_avg,electrical_voltage_imbalance_pct_max,electrical_inrush_current_peak_a,electrical_inrush_duration_ms,electrical_power_factor_avg,electrical_power_factor_min,electrical_time_below_pf_0p8_ms,energy_active_kwh,energy_reactive_kvarh,energy_apparent_kvah,energy_per_cycle_kwh,hydraulic_max_pressure_psi,hydraulic_avg_pressure_psi,hydraulic_pressure_rise_time_ms,hydraulic_max_dp_dt_psi_per_s,hydraulic_pressure_overshoot_pct,hydraulic_stall_signature_flag,thermal_oil_temp_start_c,thermal_oil_temp_end_c,thermal_oil_temp_delta_c,thermal_cold_start_flag,productivity_bale_count_increment,productivity_utilization_last_hour_pct,health_cycle_time_drift_pct,health_peak_current_drift_pct,health_pressure_capability_drift_pct,health_anomaly_score,health_attention_flag,calc_baseline_window_cycles,firmware_version,device_age_years,device_performance_profile
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240117153323_0033,2024-01-17T15:33:23.139184Z,2024-01-17T15:48:53.004184Z,929865,True,,293039,88204,242442,1,False,False,0,0,True,True,56.78,61.36,63.2,170.34,184.08,189.61,10.63,15.94,474.98,472.03,468.72,1.33,1.59,227.54,296,0.723,0.623,92986,37.172,35.468,51.378,37.172,3344.6,2508.4,2161,1547.7,3.5,False,69.3,98.4,29.1,False,1,37.3,11.81,12.31,-0.66,0.466,False,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240117163528_0034,2024-01-17T16:35:28.042980Z,2024-01-17T16:35:30.500980Z,2458,False,timeout,1474,0,0,2,False,False,0,0,True,True,62.45,67.67,59.91,187.34,203.01,179.72,12.25,18.38,466.45,469.76,470.54,0.87,1.05,243.61,290,0.684,0.584,245,0.096,0.102,0.14,0.096,3258.9,2444.2,2065,1578.2,0.9,False,69.1,69.1,0.1,False,0,44.1,11.98,11.19,2.86,0.502,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240117170641_0035,2024-01-17T17:06:41.925536Z,2024-01-17T17:22:40.382536Z,958457,True,,278714,96427,253163,1,False,True,0,0,True,True,63.87,63.89,67.19,191.62,191.68,201.56,5.1,7.65,466.41,468.99,478.31,2.53,3.03,241.87,207,0.658,0.558,95845,36.801,42.084,55.905,36.801,3257.1,2442.8,2434,1338.2,2.1,False,66.8,96.7,30.0,False,1,40.5,11.76,12.65,-0.09,0.602,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240117174754_0036,2024-01-17T17:47:54.665274Z,2024-01-17T17:47:57.442274Z,2777,False,e_stop,1666,0,0,4,True,False,0,0,True,True,57.73,56.48,55.2,173.19,169.44,165.61,4.47,6.71,472.41,473.5,471.84,0.35,0.42,207.83,172,0.654,0.554,277,0.093,0.108,0.143,0.093,3296.0,2472.0,2000,1648.0,2.2,False,69.8,69.8,0.1,False,0,41.6,13.58,11.01,-2.79,0.746,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240117183643_0037,2024-01-17T18:36:43.438064Z,2024-01-17T18:52:44.423064Z,960985,True,,291160,97009,249017,1,False,False,0,0,True,True,63.4,61.57,64.78,190.21,184.71,194.33,5.07,7.6,474.84,485.19,473.62,2.42,2.9,233.19,210,0.657,0.557,96098,36.494,41.871,55.542,36.494,3349.6,2512.2,2289,1463.4,1.8,False,67.9,98.0,30.0,False,1,47.5,12.1,11.75,-0.7,0.716,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118100240_0038,2024-01-18T10:02:40.819472Z,2024-01-18T10:02:44.513472Z,3694,False,timeout,2216,0,0,4,False,False,0,0,True,True,68.15,61.77,55.91,238.52,216.19,195.67,19.77,29.65,471.63,474.08,469.51,0.97,1.16,286.23,236,0.697,0.597,369,0.145,0.149,0.208,0.145,2849.9,1852.5,3993,713.7,9.2,False,73.5,73.6,0.1,False,0,35.4,14.38,13.35,-7.15,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118101639_0039,2024-01-18T10:16:39.528125Z,2024-01-18T10:16:43.539125Z,4011,False,manual_stop,2406,0,0,2,False,False,0,0,True,True,63.09,62.36,58.69,220.83,218.27,205.41,7.18,10.77,474.42,478.04,479.98,1.16,1.4,264.99,182,0.644,0.544,401,0.145,0.172,0.225,0.145,2844.9,1849.2,4708,604.3,5.2,True,67.8,67.9,0.1,False,0,42.9,16.92,13.14,-8.8,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118102932_0040,2024-01-18T10:29:32.684687Z,2024-01-18T10:29:35.374687Z,2690,False,manual_stop,1614,0,0,3,False,False,0,0,True,True,65.61,68.57,57.91,229.63,239.99,202.69,16.64,24.97,478.86,475.01,467.28,2.44,2.93,287.99,234,0.704,0.604,269,0.112,0.113,0.159,0.112,2870.2,1865.6,3809,753.5,13.3,True,71.7,71.7,0.1,False,0,40.0,16.49,15.85,-7.71,0.774,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118112640_0041,2024-01-18T11:26:40.824187Z,2024-01-18T11:42:05.084187Z,924260,True,,278126,90582,248456,1,False,False,0,0,True,True,61.88,57.23,62.62,216.58,200.3,219.16,8.89,13.34,481.29,476.44,475.39,1.23,1.48,262.99,220,0.697,0.597,92426,36.147,37.181,51.856,36.147,2900.1,1885.0,4291,675.8,8.4,False,70.4,99.3,28.9,False,1,37.9,16.4,12.38,-5.24,0.974,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118122725_0042,2024-01-18T12:27:25.239918Z,2024-01-18T12:27:29.866918Z,4627,False,timeout,2776,0,0,4,False,False,0,0,False,True,66.01,64.18,66.12,231.05,224.63,231.43,2.97,4.46,470.85,480.95,480.09,2.12,2.54,277.72,194,0.667,0.567,462,0.183,0.204,0.274,0.183,2946.1,1915.0,4146,710.6,11.1,False,71.2,71.4,0.1,False,0,39.4,13.39,14.94,-8.48,0.742,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118131649_0043,2024-01-18T13:16:49.444579Z,2024-01-18T13:16:52.336579Z,2892,False,manual_stop,1735,0,0,2,False,False,0,0,False,False,62.29,62.45,62.59,218.02,218.58,219.07,0.48,0.72,467.09,478.97,472.18,2.51,3.02,262.88,178,0.657,0.557,289,0.107,0.122,0.162,0.107,2948.9,1916.8,4599,641.2,14.6,True,70.9,71.0,0.1,False,0,43.9,12.55,14.92,-8.26,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118134530_0044,2024-01-18T13:45:30.966107Z,2024-01-18T13:45:35.052107Z,4086,False,timeout,2451,0,0,4,False,False,0,0,True,True,60.92,62.22,65.09,213.23,217.79,227.81,6.64,9.96,467.47,465.17,472.06,1.47,1.77,273.38,247,0.661,0.561,408,0.152,0.173,0.231,0.152,2842.6,1847.7,3597,790.3,11.9,False,69.8,69.9,0.1,False,0,42.6,12.43,12.59,-9.63,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118143312_0045,2024-01-18T14:33:12.279807Z,2024-01-18T14:47:52.367807Z,880088,True,,268796,90445,242033,1,False,False,0,0,True,False,60.81,55.15,61.89,212.82,193.03,216.62,11.37,17.05,479.31,468.28,478.75,2.32,2.78,259.95,226,0.702,0.602,88008,33.784,34.276,48.126,33.784,2912.3,1893.0,3621,804.3,14.7,False,71.8,99.3,27.5,False,1,41.4,17.61,14.09,-8.54,0.789,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118154420_0046,2024-01-18T15:44:20.884923Z,2024-01-18T15:44:23.922923Z,3038,False,manual_stop,1822,0,0,4,False,False,0,0,True,False,59.37,65.17,64.48,207.79,228.08,225.67,9.2,13.81,472.51,477.88,467.46,2.21,2.65,273.7,292,0.638,0.538,303,0.111,0.134,0.174,0.111,2892.4,1880.1,4388,659.2,11.9,False,72.5,72.6,0.1,False,0,39.1,12.29,12.12,-7.23,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240118162116_0047,2024-01-18T16:21:16.060494Z,2024-01-18T16:37:05.269494Z,949209,True,,284287,94254,247615,1,False,False,0,0,False,True,57.23,61.47,64.19,200.31,215.14,224.67,11.42,17.13,475.17,476.51,476.99,0.38,0.46,269.61,189,0.63,0.53,94920,33.363,41.074,52.916,33.363,2884.3,1874.8,3720,775.4,14.3,False,71.5,101.2,29.7,False,1,41.7,12.85,12.0,-5.95,0.696,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119085817_0048,2024-01-19T08:58:17.295895Z,2024-01-19T09:12:13.177895Z,835882,True,,252157,81937,221379,1,False,False,0,0,True,True,72.46,66.1,75.64,253.62,231.37,264.74,13.36,20.03,474.64,474.23,469.7,1.04,1.25,317.69,187,0.54,0.39,501529,29.43,45.89,54.516,29.43,3324.8,2493.6,1969,1688.6,4.8,False,75.4,101.5,26.1,False,1,34.0,13.73,16.46,2.62,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119101120_0049,2024-01-19T10:11:20.914664Z,2024-01-19T10:26:54.381664Z,933467,True,,282625,94221,238339,1,False,False,0,0,True,True,77.94,71.71,81.05,272.78,251.0,283.67,12.14,18.21,478.51,481.71,473.02,1.82,2.18,340.41,287,0.552,0.402,560080,36.511,55.106,66.104,36.511,3253.1,2439.8,1780,1827.6,3.2,False,76.2,105.3,29.2,False,1,38.1,15.64,15.4,2.11,0.91,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119111051_0050,2024-01-19T11:10:51.084191Z,2024-01-19T11:10:53.343191Z,2259,False,overload,1355,0,0,3,False,True,0,0,True,True,71.93,63.64,76.08,251.76,222.75,266.26,17.62,26.43,470.65,478.62,477.24,1.68,2.01,319.52,193,0.576,0.426,1355,0.083,0.118,0.144,0.083,3273.9,2455.4,2242,1460.3,0.3,False,72.7,72.8,0.1,False,0,37.2,17.64,14.52,2.64,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119114913_0051,2024-01-19T11:49:13.761506Z,2024-01-19T11:49:17.463506Z,3702,False,overload,2221,0,0,4,False,True,0,0,True,True,71.5,62.72,75.88,250.24,219.52,265.6,18.8,28.2,480.68,474.23,474.19,1.36,1.63,318.71,270,0.549,0.399,2221,0.132,0.201,0.24,0.132,3290.5,2467.9,2095,1570.7,2.1,False,73.9,74.0,0.1,False,0,36.8,20.89,13.95,-0.27,0.965,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119123353_0052,2024-01-19T12:33:53.055230Z,2024-01-19T12:33:56.881230Z,3826,False,e_stop,2295,0,0,3,True,False,0,0,True,True,76.94,72.08,79.37,269.28,252.27,277.79,9.58,14.37,477.36,477.44,473.19,0.89,1.07,333.34,295,0.532,0.382,2295,0.142,0.227,0.268,0.142,3251.4,2438.5,2489,1306.3,3.2,False,74.3,74.5,0.1,False,0,41.4,14.22,16.43,-0.55,0.994,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119132802_0053,2024-01-19T13:28:02.591084Z,2024-01-19T13:28:05.336084Z,2745,False,overload,1647,0,0,2,False,True,0,0,True,True,72.75,64.93,76.66,254.62,227.25,268.3,16.42,24.63,466.56,468.42,473.58,1.5,1.8,321.96,217,0.546,0.396,1647,0.096,0.147,0.176,0.096,3250.8,2438.1,1763,1843.9,3.9,False,70.4,70.5,0.1,False,0,45.0,15.96,16.67,2.23,0.658,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119135952_0054,2024-01-19T13:59:52.539155Z,2024-01-19T13:59:57.488155Z,4949,False,overload,2969,0,0,3,False,True,0,0,True,True,74.33,65.07,78.97,260.17,227.74,276.39,19.1,28.65,470.45,473.7,489.25,3.94,4.72,331.67,293,0.548,0.398,2969,0.179,0.273,0.326,0.179,3344.5,2508.4,1600,2090.3,2.0,False,73.0,73.2,0.2,False,0,45.8,16.97,15.94,2.09,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119143428_0055,2024-01-19T14:34:28.851381Z,2024-01-19T14:34:33.507381Z,4656,False,e_stop,2793,0,0,4,True,False,0,0,True,True,70.66,61.76,75.11,247.31,216.17,262.88,19.29,28.93,471.96,474.86,469.42,1.15,1.38,315.45,241,0.555,0.405,2793,0.162,0.243,0.293,0.162,3338.1,2503.5,1537,2171.8,3.7,False,71.0,71.1,0.1,False,0,40.2,19.12,16.65,1.61,0.882,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119150811_0056,2024-01-19T15:08:11.984256Z,2024-01-19T15:22:38.558256Z,866574,True,,255233,84368,221812,1,False,False,0,0,True,True,71.53,63.46,75.57,250.36,222.1,264.48,17.25,25.88,480.88,470.08,474.3,2.27,2.73,317.38,178,0.585,0.435,519944,32.921,45.653,56.285,32.921,3338.9,2504.2,1779,1876.8,1.8,False,74.5,101.6,27.1,False,1,36.2,16.43,13.85,0.75,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119161914_0057,2024-01-19T16:19:14.296454Z,2024-01-19T16:19:19.246454Z,4950,False,e_stop,2970,0,0,3,True,False,0,0,True,True,75.05,70.87,77.14,262.68,248.04,269.99,8.44,12.65,475.37,479.84,479.84,0.94,1.12,323.99,173,0.533,0.383,2970,0.179,0.285,0.337,0.179,3296.8,2472.6,2104,1566.9,0.6,False,74.0,74.1,0.2,False,0,34.1,19.19,16.62,2.61,0.772,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119163332_0058,2024-01-19T16:33:32.410298Z,2024-01-19T16:33:35.555298Z,3145,False,overload,1887,0,0,4,False,True,0,0,True,True,71.06,61.0,76.08,248.7,213.51,266.29,21.74,32.6,466.17,477.32,481.12,3.15,3.78,319.55,240,0.552,0.402,1887,0.108,0.163,0.196,0.108,3281.0,2460.7,1819,1803.7,3.9,False,72.5,72.6,0.1,False,0,45.6,20.55,16.93,-1.63,0.792,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240119165920_0059,2024-01-19T16:59:20.078764Z,2024-01-19T16:59:23.536764Z,3458,False,overload,2074,0,0,4,False,True,0,0,True,True,78.65,67.57,84.19,275.28,236.51,294.66,21.63,32.45,476.53,472.25,471.92,0.97,1.17,353.59,172,0.547,0.397,2074,0.133,0.204,0.244,0.133,3325.7,2494.2,2013,1652.1,3.5,False,73.6,73.7,0.1,False,0,34.3,20.55,15.69,0.82,0.765,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120084835_0060,2024-01-20T08:48:35.017875Z,2024-01-20T09:05:33.149875Z,1018132,True,,300644,100493,263383,1,False,False,0,0,True,True,76.08,67.79,80.22,266.27,237.27,280.77,16.64,24.96,473.48,478.07,477.64,0.97,1.16,336.92,288,0.546,0.396,610879,37.85,58.045,69.295,37.85,2928.4,1903.5,4513,648.9,12.9,False,75.8,107.6,31.8,False,1,37.8,23.74,18.27,-9.74,0.888,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120100239_0061,2024-01-20T10:02:39.623626Z,2024-01-20T10:19:25.342626Z,1005719,True,,303089,99676,260891,1,False,False,0,0,True,True,73.65,64.73,78.11,257.78,226.56,273.39,18.54,27.81,470.13,474.23,477.57,1.57,1.89,328.07,212,0.573,0.423,603431,37.631,53.811,65.664,37.631,2879.5,1871.7,4861,592.4,6.8,False,75.5,106.9,31.4,False,1,38.7,24.32,14.98,-7.83,0.856,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120111619_0062,2024-01-20T11:16:19.504187Z,2024-01-20T11:16:23.302187Z,3798,False,e_stop,2278,0,0,2,True,False,0,0,True,True,69.16,60.03,73.73,242.06,210.1,258.04,20.25,30.37,471.27,476.98,471.6,1.21,1.45,309.65,215,0.566,0.416,2278,0.132,0.192,0.233,0.132,2966.7,1928.3,3697,802.4,11.1,False,74.5,74.6,0.1,False,0,38.5,15.7,15.71,-9.47,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120115925_0063,2024-01-20T11:59:25.484366Z,2024-01-20T12:14:46.439366Z,920955,True,,286780,89324,241897,2,False,False,0,0,True,True,72.45,68.23,74.56,253.58,238.79,260.97,8.83,13.25,473.72,468.31,481.29,2.73,3.28,313.16,225,0.548,0.398,552573,33.03,50.374,60.237,33.03,2809.5,1826.2,3835,732.6,14.1,False,75.7,104.5,28.8,False,1,40.2,16.37,19.01,-6.58,0.715,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120130405_0064,2024-01-20T13:04:05.888469Z,2024-01-20T13:04:10.771469Z,4883,False,overload,2929,0,0,4,False,True,0,0,True,True,73.93,64.76,78.51,258.75,226.65,274.79,19.0,28.5,472.35,481.6,477.13,1.94,2.33,329.75,266,0.566,0.416,2929,0.182,0.265,0.321,0.182,2997.0,1948.0,3323,901.9,7.8,True,74.3,74.4,0.2,False,0,45.4,21.3,21.77,-8.13,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120131721_0065,2024-01-20T13:17:21.378636Z,2024-01-20T13:17:25.063636Z,3685,False,timeout,2211,0,0,4,False,False,0,0,True,True,72.67,66.94,75.53,254.34,234.3,264.36,11.98,17.96,476.82,471.6,468.58,1.75,2.09,317.23,262,0.568,0.418,2211,0.138,0.2,0.242,0.138,2822.9,1834.9,4914,574.5,14.2,False,78.0,78.1,0.1,False,0,37.5,20.41,20.59,-9.48,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120140710_0066,2024-01-20T14:07:10.282280Z,2024-01-20T14:07:14.237280Z,3955,False,manual_stop,2373,0,0,3,False,False,0,0,True,True,70.51,64.15,73.69,246.78,224.51,257.91,13.74,20.61,469.92,463.37,473.21,2.1,2.52,309.49,252,0.526,0.376,2373,0.131,0.211,0.248,0.131,2961.1,1924.7,4341,682.1,9.4,True,76.0,76.1,0.1,False,0,41.0,17.58,19.1,-8.56,0.773,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120145345_0067,2024-01-20T14:53:45.781242Z,2024-01-20T14:53:50.077242Z,4296,False,e_stop,2577,0,0,4,True,False,0,0,True,True,72.74,68.6,74.81,254.59,240.1,261.83,8.62,12.92,472.8,472.02,475.17,0.66,0.8,314.2,159,0.526,0.376,2577,0.148,0.239,0.282,0.148,2827.0,1837.6,4329,653.0,8.4,True,76.5,76.6,0.1,False,0,39.4,17.8,19.42,-8.55,0.95,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120150707_0068,2024-01-20T15:07:07.753737Z,2024-01-20T15:07:11.818737Z,4065,False,overload,2439,0,0,2,False,True,0,0,True,True,67.53,61.61,70.5,236.37,215.63,246.73,13.35,20.03,479.05,470.75,472.59,1.75,2.1,296.08,156,0.571,0.421,2439,0.142,0.205,0.249,0.142,2803.2,1822.1,4275,655.7,12.3,False,75.6,75.8,0.1,False,0,48.4,22.72,21.43,-5.98,0.735,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120152939_0069,2024-01-20T15:29:39.430049Z,2024-01-20T15:29:44.014049Z,4584,False,e_stop,2750,0,0,3,True,False,0,0,True,True,69.17,58.96,74.27,242.08,206.36,259.94,22.69,34.03,472.81,482.48,464.95,3.7,4.44,311.93,245,0.558,0.408,2750,0.157,0.234,0.281,0.157,2940.5,1911.4,4092,718.6,6.0,True,75.6,75.8,0.1,False,0,33.8,17.94,19.28,-6.35,0.886,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240120161357_0070,2024-01-20T16:13:57Z,2024-01-20T16:13:59.802000Z,2802,False,manual_stop,1681,0,0,4,False,False,0,0,True,True,67.35,57.78,72.14,235.73,202.22,252.48,21.84,32.76,483.93,472.92,478.02,2.3,2.76,302.98,284,0.562,0.412,1681,0.096,0.142,0.172,0.096,2958.7,1923.2,3567,829.5,10.0,False,76.8,76.9,0.1,False,0,42.8,19.76,20.53,-9.69,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121052050_0071,2024-01-21T05:20:50.218730Z,2024-01-21T05:20:53.964730Z,3746,False,manual_stop,2247,0,0,4,False,False,0,0,True,True,66.16,61.91,68.28,231.55,216.7,238.97,9.72,14.58,469.09,477.01,479.21,2.13,2.56,286.76,288,0.533,0.383,2247,0.118,0.187,0.221,0.118,2980.7,1937.4,4833,616.7,5.7,False,78.2,78.3,0.1,False,0,48.3,25.4,15.71,-9.05,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121061258_0072,2024-01-21T06:12:58.284010Z,2024-01-21T06:29:21.609010Z,983325,True,,295338,99300,260879,1,False,False,0,0,True,True,69.57,61.16,73.77,243.49,214.06,258.21,18.5,27.75,472.54,470.48,466.01,1.39,1.67,309.85,236,0.554,0.404,589995,33.746,50.764,60.957,33.746,2854.1,1855.2,3652,781.5,13.6,False,76.6,107.4,30.7,False,1,34.9,17.58,15.59,-9.47,0.746,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121065624_0073,2024-01-21T06:56:24.891960Z,2024-01-21T07:13:14.460960Z,1009569,True,,298213,102321,271056,1,False,False,0,0,True,True,74.22,63.8,79.43,259.77,223.31,278.0,21.56,32.34,469.86,474.02,465.03,1.91,2.3,333.6,153,0.581,0.431,605741,38.473,53.832,66.167,38.473,2897.3,1883.2,4905,590.7,11.1,False,79.6,111.2,31.5,False,1,36.2,16.87,15.27,-9.94,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121072529_0074,2024-01-21T07:25:29.727528Z,2024-01-21T07:42:15.338528Z,1005611,True,,301324,100482,270314,1,False,False,0,0,True,True,73.48,63.69,78.38,257.19,222.9,274.34,20.46,30.68,473.5,485.87,463.46,4.72,5.67,329.21,173,0.533,0.383,603366,35.089,55.709,65.839,35.089,2846.7,1850.3,3133,908.6,11.3,False,77.5,108.9,31.4,False,1,46.7,21.73,15.63,-7.62,1.0,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121082238_0075,2024-01-21T08:22:38.467953Z,2024-01-21T08:39:10.867953Z,992400,True,,288474,98680,260514,1,False,False,0,0,True,True,65.76,60.23,68.52,230.16,210.81,239.83,12.79,19.18,479.29,466.34,484.45,3.8,4.56,287.8,241,0.545,0.395,595440,32.345,49.761,59.35,32.345,2919.0,1897.4,3178,918.5,14.6,False,78.4,109.4,31.0,False,1,48.3,26.19,16.76,-9.68,0.95,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121090704_0076,2024-01-21T09:07:04.307792Z,2024-01-21T09:07:07.655792Z,3348,False,timeout,2008,0,0,2,False,False,0,0,True,True,71.68,65.82,74.61,250.88,230.38,261.13,12.42,18.64,475.88,480.21,472.75,1.57,1.88,313.36,283,0.525,0.375,2008,0.114,0.184,0.217,0.114,2848.3,1851.4,3491,815.9,8.8,False,74.8,74.9,0.1,False,0,34.5,26.63,20.71,-6.2,0.728,True,50,2.3.1,5.0,degrading
1.0.0,cycle_summary,BALER-003,SITE-CA-001,"Los Angeles, CA",baler,BALER-003_CYCLE_20240121094543_0077,2024-01-21T09:45:43.142106Z,2024-01-21T09:45:46.619106Z,3477,False,door_open,2086,0,0,4,False,False,2,1,True,True,70.73,65.3,73.45,247.55,228.53,257.06,11.67,17.51,474.9,466.28,468.5,1.83,2.2,308.48,277,0.569,0.419,2086,0.126,0.183,0.222,0.126,2933.9,1907.0,3206,915.1,7.7,True,76.3,76.4,0.1,False,0,43.6,21.24,16.8,-6.55,0.944,True,50,2.3.1,5.0,degrading
